set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
4904-1,Elephant (Life cereal promotion),2005,34.0,Designer Sets,Designer Sets,False,43
4905-1,Giraffe,2005,37.0,Designer Sets,Designer Sets,False,43
4906-1,Helicopter,2005,,Airport,Creator,False,421
4910-1,Hover Scout,1999,40.0,Rock Raiders,Rock Raiders,False,18
491-1,Formula 1 Racer,1977,67.0,Factory,Factory,False,40
4911-1,Designer Set,2005,37.0,Creator,Creator,False,421
491-2,"Shell Station Brick and Sign, 6 Named Beams",1966,,Supplemental,Classic,False,354
4912-1,Police Jet Ski,2005,,Police,Town,False,1116
4914-1,Fire Chief's Car,2005,31.0,Fire,Town,False,1116
4915-1,Mini Construction,2007,68.0,Construction,Creator,False,421
4916-1,Mini Animals,2007,77.0,Creature,Creator,False,421
4917-1,Mini Robots,2007,,Robot,Creator,False,421
4918-1,Mini Flyers,2007,,Airport,Creator,False,421
4919-1,Blue Tub,2005,1500.0,Basic Set,Creator,False,421
4920-1,Rapid Rider,1999,39.0,Rock Raiders,Rock Raiders,False,18
492-1,Truck & Payloader,1977,59.0,Construction,Legoland,False,142
492-2,Nordic and American Flags,1966,,Supplemental,Classic,False,354
4924-1,Advent Calendar 2004 Creator,2004,,Creator,Seasonal,False,928
4924-10,Advent Calendar 2004 Creator (Day  9) Skiing Elf,2004,16.0,Creator,Seasonal,False,928
4924-11,Advent Calendar 2004 Creator (Day 10) Sledding Santa,2004,,Creator,Seasonal,False,928
4924-12,Advent Calendar 2004 Creator (Day 11) Goose,2004,14.0,Creator,Seasonal,False,928
4924-13,Advent Calendar 2004 Creator (Day 12) Green Present,2004,7.0,Creator,Seasonal,False,928
4924-14,Advent Calendar 2004 Creator (Day 13) Santa Ornament,2004,,Creator,Seasonal,False,928
4924-15,Advent Calendar 2004 Creator (Day 14) Helicopter,2004,13.0,Creator,Seasonal,False,928
4924-16,Advent Calendar 2004 Creator (Day 15) Reindeer,2004,9.0,Creator,Seasonal,False,928
4924-17,Advent Calendar 2004 Creator (Day 16) Elf Girl,2004,,Creator,Seasonal,False,928
4924-18,Advent Calendar 2004 Creator (Day 17) Speedboat,2004,13.0,Creator,Seasonal,False,928
4924-19,Advent Calendar 2004 Creator (Day 18) Racing Car,2004,23.0,Creator,Seasonal,False,928
4924-2,Advent Calendar 2004 Creator (Day 1) Elf Ornament,2004,15.0,Creator,Seasonal,False,928
4924-20,Advent Calendar 2004 Creator (Day 19) Snowman,2004,13.0,Creator,Seasonal,False,928
4924-21,Advent Calendar 2004 Creator (Day 20) Leaf Ornament,2004,18.0,Creator,Seasonal,False,928
4924-22,Advent Calendar 2004 Creator (Day 21) Santa,2004,13.0,Creator,Seasonal,False,928
4924-23,Advent Calendar 2004 Creator (Day 22) Sailing Ship,2004,,Creator,Seasonal,False,928
4924-24,Advent Calendar 2004 Creator (Day 23) Tree,2004,12.0,Creator,Seasonal,False,928
4924-25,Advent Calendar 2004 Creator (Day 24) Air Boat,2004,,Creator,Seasonal,False,928
4924-3,Advent Calendar 2004 Creator (Day  2) Plane,2004,13.0,Creator,Seasonal,False,928
4924-4,Advent Calendar 2004 Creator (Day  3) Parrot,2004,13.0,Creator,Seasonal,False,928
4924-5,Advent Calendar 2004 Creator (Day  4) Robot,2004,19.0,Creator,Seasonal,False,928
4924-6,Advent Calendar 2004 Creator (Day  5) Blue Present,2004,7.0,Creator,Seasonal,False,928
4924-7,Advent Calendar 2004 Creator (Day  6) Ship,2004,19.0,Creator,Seasonal,False,928
4924-8,Advent Calendar 2004 Creator (Day 7) Angel Ornament,2004,,Creator,Seasonal,False,928
4924-9,Advent Calendar 2004 Creator (Day  8) Van,2004,16.0,Creator,Seasonal,False,928
4930-1,Rock Raiders,1999,48.0,Rock Raiders,Rock Raiders,False,18
493-1,Space Command Center (Flatplate version),1979,,Classic Space,Space,False,332
493-2,European Flags,1966,8.0,Supplemental,Classic,False,354
493-3,Space Command Center (Craterplate version),1979,177.0,Classic Space,Space,False,332
4933-1,Street Sweeper,2007,14.0,Traffic,Town,False,1116
4936-1,Medic and Patient,2007,,Hospital,Town,False,1116
4937-1,Life Guard - Quick Magic Box Promotional,2007,38.0,Coast Guard,Town,False,1116
4938-1,Fireman's Car,2007,,Fire,Town,False,1116
4939-1,Cool Cars,2007,,Model,Creator,False,421
4940-1,Granite Grinder,1999,109.0,Rock Raiders,Rock Raiders,False,18
494-1,"Gates and Fence, Red (System)",1967,,Supplemental,Classic,False,354
4941-1,Plastic Figure - RASCUS (Nestle Promotional),2005,,Knights Kingdom II,Castle,False,256
494-2,"Gates and Fence, White (The Building Toy)",1967,17.0,Supplemental,Classic,False,354
4942-1,Plastic Figure - Dark Knight (Nestle Promotional),2005,3.0,Knights Kingdom II,Castle,False,256
4943-1,Plastic Figure - Lord VLADEK (Nestle Promotional),2005,3.0,Knights Kingdom II,Castle,False,256
4944-1,Plastic Figure - Sir JAYKO (Nestle Promotional),2005,,Knights Kingdom II,Castle,False,256
4945-1,Plastic Figure - Sir SANTIS (Nestle Promotional),2005,3.0,Knights Kingdom II,Castle,False,256
4946-1,Plastic Figure - Sir DANJU (Nestle Promotional),2005,3.0,Knights Kingdom II,Castle,False,256
4947-1,Yellow and Black Racer,2006,28.0,Tiny Turbos,Racers,False,265
4948-1,Black and Red Racer,2006,22.0,Tiny Turbos,Racers,False,265
4949-1,Blue and Yellow Racer,2006,24.0,Tiny Turbos,Racers,False,265
4950-1,Loader - Dozer,1999,,Rock Raiders,Rock Raiders,False,18
4953-1,Fast Flyers,2007,305.0,Airport,Creator,False,421
4954-1,Model Town House,2007,,Building,Creator,False,421
4955-1,Big Rig,2007,550.0,Traffic,Creator,False,421
4956-1,House,2007,731.0,Building,Creator,False,421
4957-1,Ferris Wheel,2007,,Recreation,Creator,False,421
4958-1,Monster Dino,2007,,Creature,Creator,False,421
4959-1,The Loader-Dozer,1999,,Rock Raiders,Rock Raiders,False,18
4962-1,Baby Zoo,2006,,Duplo,Duplo,False,286
4962-2,Baby Zoo (re-release),2014,,Duplo,Duplo,False,286
4963-1,Police Patrol,2006,,Duplo,Duplo,False,286
4966-1,Doll's House,2006,90.0,Duplo,Duplo,False,286
4970-1,Chrome Crusher,1999,168.0,Rock Raiders,Rock Raiders,False,18
497-1,Galaxy Explorer,1979,,Classic Space,Space,False,332
4980-1,Tunnel Transport,1999,351.0,Rock Raiders,Rock Raiders,False,18
4981-1,The Chum Bucket,2007,336.0,SpongeBob SquarePants,SpongeBob SquarePants,True,14
4982-1,Mrs. Puff's Boating School,2007,,SpongeBob SquarePants,SpongeBob SquarePants,True,14
4986-1,Duplo Digger,2007,,Duplo,Duplo,False,286
4987-1,Gravel Pit,2007,,Duplo,Duplo,False,286
4990-1,Rock Raiders HQ,1999,414.0,Rock Raiders,Rock Raiders,False,18
4991-1,Police Helicopter,2007,,Police,Town,False,1116
4992-1,Fire Boat,2007,,Fire,Town,False,1116
4993-1,Cool Convertible,2008,648.0,Traffic,Creator,False,421
4994-1,Fierce Creatures,2008,193.0,Creature,Creator,False,421
4995-1,Cargo Copter,2008,272.0,Cargo,Creator,False,421
4996-1,Beach House,2008,,Building,Creator,False,421
4997-1,Transport Ferry,2008,,Harbor,Creator,False,421
4998-1,Stegosaurus,2008,730.0,Creature,Creator,False,421
4999-1,Vestas Windmill,2008,809.0,Town,Town,False,1116
5000021-1,Pirates of the Caribbean Classic Collection,2011,2.0,Pirates of the Caribbean,Pirates of the Caribbean,True,17
5000022-1,Hulk,2012,4.0,Avengers,Super Heroes,True,242
5000023-1,"LEGO Store Grand Re-Opening Exclusive Set (Colorado Mills, Denver, CO)",2012,,LEGO Brand Store,LEGO Brand Store,False,182
5000027-1,Pirates of the Caribbean 4 Collection,2011,2.0,Pirates of the Caribbean,Pirates of the Caribbean,True,17
5000030-1,Booster Pack Kendo Jay,2012,31.0,Ninjago,Ninjago,False,199
5000062-1,Darth Maul,2012,,Minifig Pack,Star Wars,True,609
5000063-1,TC-14,2012,3.0,Minifig Pack,Star Wars,True,609
5000067-1,Star Wars Sith Kit,2011,2.0,Star Wars,Star Wars,True,609
5000068-1,Harry Potter Classic Kit,2011,3.0,Harry Potter,Harry Potter,True,67
5000-1,Replacement 4.5V Motor,1987,1.0,Service Packs,Service Packs,False,456
5000143-1,Star Wars with Boba Fett Minifigure Watch,2011,0.0,Gear,Gear,False,435
5000196304-1,The Hobbit - The Battle of the Five Armies (Blu-ray with Minifigures),2015,,The Battle of the Five Armies,The Hobbit and Lord of the Rings,True,40
5000202-1,Elrond,2012,,The Lord of the Rings,The Hobbit and Lord of the Rings,True,40
5000214-1,Star Wars Character Encyclopedia,2011,,Books,Books,False,63
5000215-1,Harry Potter: Building the Magical World,2011,4.0,Books,Books,False,63
5000245-1,Stephanie,2012,5.0,Friends,Friends,False,236
5000249-1,LEGO® Star Wars™ Boba Fett™ Minifigure Clock,2012,,Gear,Gear,False,435
5000281-1,Chase McCain,2012,,Police,Town,False,1116
50003-1,Batman,2013,252.0,Game,Gear,False,435
50004-1,Story Mixer,2013,425.0,Game,Gear,False,435
5000437-1,Vintage Minifigure Collection Vol. 1 - 2012 Edition,2012,21.0,Collectible Minifigures,Collectible Minifigures,False,443
5000438-1,Vintage Minifigure Collection Vol. 2 - 2012 Edition,2012,22.0,Collectible Minifigures,Collectible Minifigures,False,443
5000439-1,Vintage Minifigure Collection Vol. 3 - 2012 Edition,2012,19.0,Collectible Minifigures,Collectible Minifigures,False,443
5000440-1,Vintage Minifigure Collection Vol. 4 - 2012 Edition,2012,,Collectible Minifigures,Collectible Minifigures,False,443
5000463-1,8 stud Red Storage Brick,2014,0.0,Gear,Gear,False,435
50006-1,Legends Of Chima,2013,211.0,Game,Gear,False,435
5000642-1,Star Wars poster,2012,0.0,Gear,Gear,False,435
5000644-1,Monster Fighters Promotional Pack,2012,,Monster Fighters,Monster Fighters,False,15
5000646-1,City poster,2012,0.0,Gear,Gear,False,435
5000672-1,The LEGO® Ideas Book,2011,0.0,Books,Books,False,63
5000728-1,DC Universe Super Heroes Collection,2012,,Constraction,Super Heroes,True,242
5001096-1,Batman™ 2: DC Super Heroes - Xbox 360,2012,,Gear,Gear,False,435
5001-1,Wheel Bushes for 4.5V Basic Motor,1987,,Service Packs,Service Packs,False,456
50011-1,The Battle for Helms Deep,2013,338.0,Game,Gear,False,435
5001121-1,BR LEGO Minifigure,2013,,Other,Other,False,75
5001130-1,The Battle of Helm's Deep Collection,2012,2.0,The Two Towers,The Hobbit and Lord of the Rings,True,40
5001132-1,The Lord of the Rings Collection,2012,7.0,The Lord of the Rings,The Hobbit and Lord of the Rings,True,40
5001133-1,Monster Fighters Collection,2012,7.0,Monster Fighters,Monster Fighters,False,15
5001134-1,Mining Collection,2012,5.0,Construction,Town,False,1116
5001136-1,Buildable Galaxy Collection,2012,3.0,Planet Series 1,Star Wars,True,609
5001137-1,Battle Pack Collection,2012,,Star Wars,Star Wars,True,609
5001159-1,Darth Vader Light Key Chain,2012,0.0,Key Chain,Gear,False,435
5001160-1,Stormtrooper Light Key Chain,2012,0.0,Key Chain,Gear,False,435
5001252-1,2013 Calendar,2012,,Gear,Gear,False,435
5001266-1,8 stud Blue Storage Brick,2014,0.0,Gear,Gear,False,435
5001267-1,8 stud Yellow Storage Brick,2014,,Gear,Gear,False,435
5001270-1,MBA Kits 2 - 3,2012,2.0,Master Building Academy,Master Building Academy,False,21
5001273-1,MBA Kits 4 - 6,2012,3.0,Master Building Academy,Master Building Academy,False,21
5001307-1,Buildable Galaxy Collection II,2012,,Planet Series 2,Star Wars,True,609
5001308-1,The Old Republic Collection,2012,2.0,Star Wars,Star Wars,True,609
5001309-1,Return of the Jedi Collection,2012,2.0,Star Wars,Star Wars,True,609
5001357-1,Ninjago Kendo Cole Kids' Watch,2012,,Gear,Gear,False,435
5001370-1,LEGO® Time-Teacher Minifigure Watch & Clock,2012,,Gear,Gear,False,435
5001371-1,LEGO® Time-Teacher Girl Minifigure Watch & Clock,2012,0.0,Gear,Gear,False,435
5001377-1,Lunch Box,2012,,Gear,Gear,False,435
5001380-1,Mini box pink,2012,0.0,Gear,Gear,False,435
5001382-1,Mini box red,2012,0.0,Gear,Gear,False,435
5001383-1,4-stud Blue Storage Brick,2012,,Gear,Gear,False,435
5001384-1,4-stud Green Storage Brick,2012,0.0,Gear,Gear,False,435
5001385-1,4-stud Red Storage Brick,2012,,Gear,Gear,False,435
5001386-1,8-stud Blue Storage Brick,2012,,Gear,Gear,False,435
5001387-1,8-stud Green Storage Brick,2012,0.0,Gear,Gear,False,435
5001388-1,Red Storage Brick,2012,,Gear,Gear,False,435
5001621-1,Han Solo (Hoth),2013,2.0,Star Wars,Star Wars,True,609
5001622-1,LEGO Store Employee,2013,5.0,LEGO Brand Store,LEGO Brand Store,False,182
5001623-1,Jor-El,2013,,Superman,Super Heroes,True,242
5001709-1,Clone Trooper Lieutenant,2013,4.0,Star Wars Clone Wars,Star Wars,True,609
5001925-1,Horizon Express Kit,2013,,RC Train,Train,False,281
5002041-1,The LEGO Movie Accessory Pack,2014,50.0,The LEGO Movie,The LEGO Movie,False,30
5002045-1,Pyjamas Emmet,2014,4.0,The LEGO Movie,The LEGO Movie,False,30
5002-1,Rubber Chain Tracks,1987,2.0,Service Packs,Service Packs,False,456
5002112-1,Bracelets,2014,18.0,Friends,Friends,False,236
5002113-1,Beach Hammock,2014,,Friends,Friends,False,236
5002122-1,TC-4,2014,,Minifig Pack,Star Wars,True,609
5002123-1,Darth Revan,2014,,Star Wars,Star Wars,True,609
5002125-1,Electro,2015,5.0,Spider-Man,Super Heroes,True,242
5002126-1,Martian Manhunter,2014,,Justice League,Super Heroes,True,242
5002127-1,Flashback Shredder,2014,6.0,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,True,21
5002136-1,Arctic Accessory Set,2014,25.0,Arctic,Town,False,1116
5002145-1,Rocket Raccoon,2014,,Guardians of the Galaxy,Super Heroes,True,242
5002146-1,Minifigure Collection 2013 Vol 1 of 3,2013,,Collectible Minifigures,Collectible Minifigures,False,443
5002201-1,Friends Brick Light (Pink),2013,0.0,Gear,Gear,False,435
5002203-1,Radio DJ Robot,2014,4.0,The LEGO Movie,The LEGO Movie,False,30
5002204-1,Western Emmet,2014,6.0,The LEGO Movie,The LEGO Movie,False,30
5002207-1,LEGO® Classic Minifigure Link Watch,2013,0.0,Gear,Gear,False,435
5002210-1,C-3PO and R2-D2 Minifigure Watch,2013,0.0,Gear,Gear,False,435
5002212-1,LEGO® Star Wars™ Chewbacca™ Minifigure Watch,2013,0.0,Gear,Gear,False,435
5002422-1,The Joker Minifigure Clock,2013,0.0,Gear,Gear,False,435
5002423-1,LEGO® DC Universe Super Heroes Batman™ Minifigure Clock,2013,0.0,Gear,Gear,False,435
5002424-1,LEGO® DC Universe Super Heroes Superman™ Minifigure Clock,2013,0.0,Gear,Gear,False,435
5002467-1,Friends 2x4 Key Light,2013,0.0,Key Chain,Gear,False,435
5002506-1,LEGO® Minifigures: Character Encyclopedia,2013,0.0,Books,Books,False,63
5002518-1,LEGO® Belkin Brand iPhone 5 Case Pink/Violet,2013,0.0,Gear,Gear,False,435
5002773-1,Lego Brickmaster - The Quest for CHI,2013,187.0,Books,Books,False,63
5002780-1,LEGO® Play Book,2013,0.0,Books,Books,False,63
5002792-1,LEGO® Marvel Super Heroes PC DVD Video Game,2013,,Game,Gear,False,435
5002793-1,LEGO® Marvel Super Heroes PS VITA Video Game,2013,,Game,Gear,False,435
5002812-1,D2C Minifigure Retro Set 2014,2014,,Space,Space,False,332
5002813-1,Train Ornament,2014,,Creator,Seasonal,False,928
5002887-1,The LEGO® Book,2009,0.0,Books,Books,False,63
5002888-1,The LEGO® Minifigure: Year by Year,2013,,Books,Books,False,63
5002914-1,THE LEGO® MOVIE™ Emmet Key Light,2014,,Key Chain,Gear,False,435
5002915-1,Batman Key Light,2014,0.0,Key Chain,Gear,False,435
5002916-1,THE LEGO® MOVIE™ Unikitty Key Light,2014,,Key Chain,Gear,False,435
5002919-1, Scenery and Dagger Trap polybag,2015,,Ninjago,Ninjago,False,199
5002928-1,Party Polybag,2015,11.0,Friends,Friends,False,236
5002929-1,Friends Interior Design Kit,2015,28.0,Friends,Friends,False,236
5002930-1,Hair Accessories,2015,,Friends,Friends,False,236
5002931-1,Disco Dance Floor,2015,,Friends,Friends,False,236
5002938-1,Stormtrooper Sergeant,2015,,Star Wars,Star Wars,True,609
5002939-1,The Phantom,2015,23.0,Star Wars Rebels,Star Wars,True,609
5002941-1,Bionicle Hero Pack,2015,6.0,Bionicle,Bionicle,False,417
5002942-1,Bionicle Villain Pack,2015,10.0,Bionicle,Bionicle,False,417
5002943-1,Winter Soldier,2015,,Avengers,Super Heroes,True,242
5002946-1,Silver Centurion,2016,0.0,Avengers,Super Heroes,True,242
5002947-1,Admiral Yularen,2015,4.0,Star Wars,Star Wars,True,609
5003022-1,THE LEGO® MOVIE™ Bad Cop Minifigure Alarm Clock,2014,0.0,Gear,Gear,False,435
5003023-1,THE LEGO® MOVIE™ Bad Cop Minifigure Link Watch,2014,,Gear,Gear,False,435
5003024-1,THE LEGO® MOVIE™ Lucy/Wyldstyle Minifigure Link Watch,2014,0.0,Gear,Gear,False,435
5003025-1,THE LEGO® MOVIE™ Emmet Minifigure Link Watch,2014,,Gear,Gear,False,435
5003026-1,THE LEGO® MOVIE™ Lucy/Wyldstyle Minifigure Alarm Clock,2014,0.0,Gear,Gear,False,435
5003027-1,THE LEGO® MOVIE™ Emmet Minifigure Alarm Clock,2014,0.0,Gear,Gear,False,435
5003082-1,Pirates Adventure,2015,28.0,Pirates III,Pirates,False,88
5003083-1,Christmas Tree Ornament,2015,,Promotional,Promotional,False,24
5003084-1,The Hulk,2015,,Avengers,Super Heroes,True,242
5003096-1,LEGO® City Fire Collection: 60004 and 850618,2014,,Fire,Town,False,1116
5003-1,"Light Bricks, 4.5V",1987,,Service Packs,Service Packs,False,456
5003246-1,EV3 Track Rubber Elements,2015,30.0,Educational and Dacta,Educational and Dacta,False,333
5003545-1,THE LEGO® MOVIE™ PS4 Video Game,2014,0.0,Game,Gear,False,435
5003559-1,THE LEGO® MOVIE™ Xbox One Video Game,2014,0.0,Game,Gear,False,435
5003561-1,Legends of Chima Lunch Set,2014,0.0,Gear,Gear,False,435
5003562-1,Legends of Chima Sorting System,2014,0.0,Gear,Gear,False,435
5003563-1,Friends Lunch Set,2014,,Gear,Gear,False,435
5003564-1,Friends Sorting System,2014,0.0,Gear,Gear,False,435
5003565-1, 1 stud Blue Storage Brick,2014,,Gear,Gear,False,435
5003566-1,1 stud Red Storage Brick,2014,0.0,Gear,Gear,False,435
5003568-1,2 stud Blue Storage Brick,2014,0.0,Gear,Gear,False,435
5003569-1,2 stud Red Storage Brick,2014,0.0,Gear,Gear,False,435
5003570-1,2 stud Yellow Storage Brick,2014,0.0,Gear,Gear,False,435
5003574-1,4 stud Blue Storage Brick,2014,0.0,Gear,Gear,False,435
5003575-1,4 stud Red Storage Brick,2014,0.0,Gear,Gear,False,435
5003576-1,4 stud Yellow Storage Brick,2014,0.0,Gear,Gear,False,435
5003578-1,Legends of Chima The Lion the Crocodile and the Power of CHI!,2014,,Gear,Gear,False,435
5003579-1,Batman Head Lamp,2014,0.0,Gear,Gear,False,435
5003580-1,Catwoman Key Light,2014,,Key Chain,Gear,False,435
5003582-1,Superman Head Lamp,2014,,Gear,Gear,False,435
5003583-1,LEGO® Star Wars™ Darth Vader™ Head Lamp,2014,0.0,Gear,Gear,False,435
5003584-1,Bad Cop Key Light,2014,0.0,Key Chain,Gear,False,435
5003586-1,THE LEGO MOVIE President Business Key Light,2014,,Key Chain,Gear,False,435
5004064-1,LEGO® Super Heroes DC Universe™ Batman™ Minifigure Link Watch,2014,0.0,Gear,Gear,False,435
5004065-1,LEGO® Super Heroes DC Universe™ Superman™ Minifigure Link Watch,2014,,Gear,Gear,False,435
5004066-1,The LEGO Movie The Original Motion Picture Soundtrack,2014,,Gear,Gear,False,435
5004067-1,The LEGO Movie Lunch Set,2014,,Gear,Gear,False,435
5004076-1,Minifigure Gift Set (Target Exclusive),2014,20.0,Promotional,Promotional,False,24
5004077-1,2015 Target Minifigure Gift Set,2015,,Promotional,Promotional,False,24
5004-1,Keys for Windup Motor,1987,2.0,Service Packs,Service Packs,False,456
5004102-1,THE LEGO® MOVIE™ The Essential Guide,2014,,Books,Books,False,63
5004103-1,LEGO® Brickmaster: Star Wars™ Crystal,2013,1.0,Books,Books,False,63
5004115-1,LEGO® Brick Black Adult Watch,2014,0.0,Gear,Gear,False,435
5004116-1,LEGO® Friends Stephanie Watch with Mini-Doll,2014,,Gear,Gear,False,435
5004117-1,LEGO® Multi-stud Red Adult Tachymeter Watch,2014,,Gear,Gear,False,435
5004118-1,LEGO® NINJAGO™ Kai Minifigure Clock,2014,0.0,Gear,Gear,False,435
5004119-1,LEGO® Brick White Adult Watch,2014,,Gear,Gear,False,435
5004120-1,LEGO® Star Wars™: The Yoda Chronicles,2014,,Gear,Gear,False,435
5004127-1,LEGO® NINJAGO™ Kai Minifigure Link Watch,2014,,Gear,Gear,False,435
5004128-1,LEGO® Happiness Yellow Adult Watch,2014,0.0,Gear,Gear,False,435
5004129-1,LEGO® NINJAGO™ Zane Minifigure Clock,2014,,Gear,Gear,False,435
5004130-1,LEGO® Friends Olivia Watch with Mini-Doll,2014,0.0,Gear,Gear,False,435
5004131-1,LEGO® NINJAGO™ Zane Minifigure Link Watch,2014,0.0,Gear,Gear,False,435
5004195-1,LEGO® Star Wars™: The Visual Dictionary (Updated and Expanded),2014,4.0,Books,Books,False,63
5004196-1,LEGO® Star Wars™: Choose Your Side! Ultimate Sticker Collection,2014,0.0,Gear,Gear,False,435
5004197-1,Friends Character Encyclopedia,2014,6.0,Books,Books,False,63
5004237-1,THE LEGO® MOVIE™: Blu-ray Combo Pack (Blu-ray + DVD + UltraViolet Digital HD),2014,0.0,Gear,Gear,False,435
5004238-1,THE LEGO MOVIE Everything Is Awesome Edition,2014,,Gear,Gear,False,435
5004248-1,LEGO® Friends Andrea Key Light,2014,0.0,Key Chain,Gear,False,435
5004249-1,LEGO® Friends Emma Key Light,2014,0.0,Key Chain,Gear,False,435
5004250-1,LEGO® Friends Mia Key Light,2014,,Key Chain,Gear,False,435
5004251-1,LEGO® Friends Olivia Key Light,2014,,Key Chain,Gear,False,435
5004252-1,LEGO® Friends Stephanie Key Light,2014,,Key Chain,Gear,False,435
5004259-1,Holiday Ornament Collection,2014,,Creator,Seasonal,False,928
5004260-1,"Friends Animal Collection 3 in 1 (41044, 41045, 41046)",2014,3.0,Animals,Friends,False,236
5004261-1,"The Hobbit Ultimate Kit (79015, 79016, 79017, 79018)",2014,,The Battle of the Five Armies,The Hobbit and Lord of the Rings,True,40
5004262-1,LEGO 1x2 Brick Key Light (Blue),2014,,Key Chain,Gear,False,435
5004263-1,LEGO 1x2 Brick Key Light (Green),2014,0.0,Key Chain,Gear,False,435
5004264-1,LEGO 1x2 Brick Key Light (Red),2014,0.0,Key Chain,Gear,False,435
5004266-1,LEGO Mini Box (Yellow),2014,0.0,Gear,Gear,False,435
5004267-1,LEGO 1 stud Red Storage Brick,2014,,Gear,Gear,False,435
5004268-1,LEGO 1 stud Blue Storage Brick,2014,0.0,Gear,Gear,False,435
5004273-1,LEGO Friends Storage Brick 2 Bright Purple,2014,,Gear,Gear,False,435
5004274-1,LEGO Friends Storage Brick 1 - Medium Lilac,2014,,Gear,Gear,False,435
5004279-1,LEGO® 2-stud Red Storage Brick,2015,0.0,Gear,Gear,False,435
5004280-1,LEGO 2 stud Blue Storage Brick,2014,,Gear,Gear,False,435
5004281-1,Angry Kitty Key Light,2014,,Key Chain,Gear,False,435
5004282-1,THE LEGO MOVIE Astro Kitty Key Light,2014,0.0,Key Chain,Gear,False,435
5004283-1,Bizniz Kitty Key Light,2014,0.0,Key Chain,Gear,False,435
5004284-1,THE LEGO® MOVIE™ Queasy Kitty Key Light,2014,,Key Chain,Gear,False,435
5004363-1,Brick USB Flash Drive,2015,,Gear,Gear,False,435
5004388-1,Nexo Knights Intro Pack,2016,6.0,Nexo Knights,Nexo Knights,False,80
5004389-1,Battle Station,2016,8.0,Nexo Knights,Nexo Knights,False,80
5004404-1,Police Chase,2016,,City,Town,False,1116
5004406-1,First Order General,2016,,Star Wars Episode 7,Star Wars,True,609
5004408-1,Rebel A-wing Pilot,2016,,Star Wars Rebels,Star Wars,True,609
5004409-1,Bionicle 2016 Accessory Pack,2016,5.0,Bionicle,Bionicle,False,417
5004419-1,Classic Knights Minifigure,2016,,Monthly Mini Model Build,LEGO Brand Store,False,182
5004420-1,Toy Soldier,2016,,Christmas,Seasonal,False,928
5004421-1,Musicians Minifigure collection,2016,17.0,Promotional,Promotional,False,24
5004468-1,Easter Minifigure,2016,4.0,Easter,Seasonal,False,928
5004549-1,LEGO MIXEL COLLECTION 4,2015,9.0,Series 4,Mixels,False,88
5004550-1,Speed Champions Collection,2015,4.0,Speed Champions,Speed Champions,False,23
5004551-1,LEGO® MIXELS™ Glowkies,2015,3.0,Series 4,Mixels,False,88
5004552-1,Super Heroes Avengers Collection,2015,6.0,Avengers,Super Heroes,True,242
5004553-1,LEGO MIXELS INFERNITES,2015,3.0,Series 4,Mixels,False,88
5004554-1,Ultra Agents Collection,2015,2.0,Ultra Agents,Agents,False,28
5004556-1,LEGO® MIXELS™ Orbitons,2015,3.0,Series 4,Mixels,False,88
5004557-1,Pirates Collection,2015,,Pirates III,Pirates,False,88
5004558-1,Pirates Collection 2,2015,2.0,Pirates III,Pirates,False,88
5004559-1,Speed Champions Collection 2,2015,2.0,Speed Champions,Speed Champions,False,23
5004573-1,Athletes Minifigure collection,2016,,Promotional,Promotional,False,24
5004574-1,Cops & Robbers Minifigure collection,2016,,Promotional,Promotional,False,24
5004590-1,Bat Pod,2015,338.0,Batman,Super Heroes,True,242
5004600-1,Wonder Woman Minifigure Alarm,2015,0.0,Gear,Gear,False,435
5004601-1,Wonder Woman Watch,2015,,Gear,Gear,False,435
5004602-1,Batman Minifigure Link Watch,2015,0.0,Gear,Gear,False,435
5004603-1,Superman Minifigure Link Watch,2015,0.0,Gear,Gear,False,435
5004604-1,Classic Minifigure Link Watch,2015,0.0,Gear,Gear,False,435
5004605-1,Boba Fett Minifigure Watch,2015,0.0,Gear,Gear,False,435
5004606-1,Darth Maul Watch,2015,,Gear,Gear,False,435
5004607-1,Darth Vader Watch,2015,,Gear,Gear,False,435
5004608-1,Luke Skywalker Watch,2015,0.0,Gear,Gear,False,435
5004609-1,Stormtrooper Watch,2015,0.0,Gear,Gear,False,435
5004610-1,Yoda Watch,2015,,Gear,Gear,False,435
5004611-1,Emmet Minifigure Watch,2015,0.0,Gear,Gear,False,435
5004612-1,Lucy Wyldstyle Minifigure Link Watch,2016,0.0,Gear,Gear,False,435
5004750-1,Kai Key Light,2015,,Key Chain,Gear,False,435
5004751-1,Wonder Woman Key Light,2015,0.0,Key Chain,Gear,False,435
5004752-1,Boba Fett Key Light,2015,0.0,Key Chain,Gear,False,435
5004796-1,Jay Key Light,2015,0.0,Key Chain,Gear,False,435
5004798-1,LEGO Star Wars: The Dark Side,2014,4.0,Books,Books,False,63
5004799-1,LEGO® Architecture: The Visual Guide,2014,0.0,Books,Books,False,63
5004838-1,WeDo 2.0 Add-On Power Pack,2016,2.0,WeDo,Educational and Dacta,False,333
5004853-1,LEGO Star Wars Character Encyclopedia: Updated and Expanded,2015,6.0,Books,Books,False,63
5004854-1,LEGO® Star Wars in 100 scenes,2015,0.0,Books,Books,False,63
5004868-1,LEGO® Mixels™ Munchos,2015,3.0,Series 6,Mixels,False,88
